id,assess,starttime,finishtime
240,5,13-Dec-10,13-Dec-10
241,5,15-Dec-10,15-Dec-10
242,5,12-Dec-10,12-Dec-10
243,5,12-Dec-10,12-Dec-10
244,5,12-Dec-10,13-Dec-10
245,5,12-Dec-10,12-Dec-10
246,5,15-Dec-10,15-Dec-10
247,5,13-Dec-10,13-Dec-10
248,5,12-Dec-10,12-Dec-10
249,5,13-Dec-10,13-Dec-10
250,5,12-Dec-10,12-Dec-10
251,5,15-Dec-10,15-Dec-10
252,5,12-Dec-10,12-Dec-10
253,5,12-Dec-10,12-Dec-10
254,5,12-Dec-10,12-Dec-10
255,5,12-Dec-10,12-Dec-10
256,5,12-Dec-10,12-Dec-10
257,5,12-Dec-10,12-Dec-10
258,5,12-Dec-10,12-Dec-10
259,5,14-Dec-10,14-Dec-10
260,5,,
261,5,12-Dec-10,12-Dec-10
262,5,,
263,5,12-Dec-10,12-Dec-10
264,5,12-Dec-10,12-Dec-10
265,5,12-Dec-10,12-Dec-10
266,5,12-Dec-10,12-Dec-10
267,5,12-Dec-10,12-Dec-10
268,5,14-Dec-10,14-Dec-10
269,5,13-Dec-10,13-Dec-10
270,5,12-Dec-10,12-Dec-10
271,5,12-Dec-10,12-Dec-10
273,5,12-Dec-10,12-Dec-10
274,5,12-Dec-10,12-Dec-10
275,5,14-Dec-10,14-Dec-10
276,5,,
277,5,12-Dec-10,12-Dec-10
278,5,13-Dec-10,13-Dec-10
279,5,12-Dec-10,12-Dec-10
280,5,12-Dec-10,12-Dec-10
281,5,12-Dec-10,12-Dec-10
282,5,12-Dec-10,12-Dec-10
283,5,,
284,5,12-Dec-10,12-Dec-10
285,5,12-Dec-10,12-Dec-10
286,5,12-Dec-10,12-Dec-10
287,5,,
288,5,14-Dec-10,14-Dec-10
289,5,12-Dec-10,12-Dec-10
290,5,12-Dec-10,12-Dec-10
291,5,12-Dec-10,12-Dec-10
292,5,,
293,5,,
294,5,12-Dec-10,12-Dec-10
295,5,13-Dec-10,13-Dec-10
296,5,12-Dec-10,12-Dec-10
297,5,12-Dec-10,12-Dec-10
298,5,,
299,5,,
300,5,,
302,5,13-Dec-10,13-Dec-10
303,5,12-Dec-10,12-Dec-10
305,5,12-Dec-10,12-Dec-10
306,5,15-Dec-10,15-Dec-10
307,5,12-Dec-10,12-Dec-10
308,5,12-Dec-10,12-Dec-10
309,5,12-Dec-10,12-Dec-10
310,5,,
