id,assess,starttime,finishtime
98,1,29-Aug-10,29-Aug-10
99,1,22-Aug-10,23-Aug-10
100,1,22-Aug-10,22-Aug-10
101,1,22-Aug-10,23-Aug-10
102,1,23-Aug-10,23-Aug-10
103,1,23-Aug-10,23-Aug-10
104,1,22-Aug-10,22-Aug-10
105,1,22-Aug-10,22-Aug-10
106,1,31-Aug-10,31-Aug-10
107,1,22-Aug-10,22-Aug-10
108,1,2-Sep-10,4-Sep-10
109,1,29-Aug-10,29-Aug-10
110,1,22-Aug-10,24-Aug-10
111,1,30-Aug-10,30-Aug-10
112,1,22-Aug-10,22-Aug-10
113,1,,
114,1,23-Aug-10,23-Aug-10
115,1,31-Aug-10,31-Aug-10
116,1,29-Aug-10,29-Aug-10
117,1,24-Aug-10,24-Aug-10
118,1,,
119,1,22-Aug-10,22-Aug-10
120,1,24-Aug-10,24-Aug-10
122,1,22-Aug-10,22-Aug-10
123,1,,
124,1,30-Aug-10,30-Aug-10
125,1,22-Aug-10,22-Aug-10
126,1,31-Aug-10,31-Aug-10
127,1,22-Aug-10,22-Aug-10
128,1,23-Aug-10,23-Aug-10
129,1,24-Aug-10,24-Aug-10
130,1,22-Aug-10,22-Aug-10
131,1,,
132,1,22-Aug-10,22-Aug-10
133,1,,
134,1,,
135,1,29-Aug-10,30-Aug-10
136,1,22-Aug-10,22-Aug-10
137,1,22-Aug-10,22-Aug-10
138,1,25-Aug-10,25-Aug-10
139,1,22-Aug-10,24-Aug-10
140,1,29-Aug-10,29-Aug-10
141,1,23-Aug-10,23-Aug-10
142,1,,
143,1,,
144,1,22-Aug-10,22-Aug-10
145,1,29-Aug-10,29-Aug-10
146,1,31-Aug-10,31-Aug-10
148,1,30-Aug-10,30-Aug-10
147,1,31-Aug-10,31-Aug-10
149,1,22-Aug-10,22-Aug-10
150,1,22-Aug-10,22-Aug-10
151,1,23-Aug-10,24-Aug-10
152,1,29-Aug-10,29-Aug-10
153,1,23-Aug-10,23-Aug-10
154,1,22-Aug-10,22-Aug-10
157,1,29-Aug-10,29-Aug-10
156,1,22-Aug-10,25-Aug-10
155,1,22-Aug-10,22-Aug-10
158,1,30-Aug-10,30-Aug-10
159,1,22-Aug-10,22-Aug-10
160,1,23-Aug-10,23-Aug-10
161,1,29-Aug-10,31-Aug-10
162,1,26-Aug-10,26-Aug-10
163,1,22-Aug-10,23-Aug-10
164,1,22-Aug-10,22-Aug-10
165,1,23-Aug-10,23-Aug-10
166,1,29-Aug-10,29-Aug-10
167,1,24-Aug-10,24-Aug-10
168,1,23-Aug-10,23-Aug-10
169,1,29-Aug-10,31-Aug-10
170,1,30-Aug-10,30-Aug-10
171,1,,
172,1,29-Aug-10,29-Aug-10
173,1,24-Aug-10,24-Aug-10
174,1,23-Aug-10,24-Aug-10
175,1,29-Aug-10,29-Aug-10
176,1,31-Aug-10,31-Aug-10
177,1,22-Aug-10,22-Aug-10
178,1,22-Aug-10,22-Aug-10
179,1,29-Aug-10,29-Aug-10
180,1,24-Aug-10,24-Aug-10
181,1,30-Aug-10,30-Aug-10
182,1,23-Aug-10,23-Aug-10
183,1,29-Aug-10,29-Aug-10
184,1,30-Aug-10,30-Aug-10
185,1,23-Aug-10,23-Aug-10
186,1,29-Aug-10,29-Aug-10
187,1,23-Aug-10,23-Aug-10
188,1,,
189,1,23-Aug-10,23-Aug-10
190,1,22-Aug-10,24-Aug-10
191,1,31-Aug-10,31-Aug-10
192,1,25-Aug-10,25-Aug-10
193,1,22-Aug-10,22-Aug-10
194,1,22-Aug-10,22-Aug-10
195,1,29-Aug-10,29-Aug-10
196,1,22-Aug-10,22-Aug-10
197,1,29-Aug-10,29-Aug-10
198,1,22-Aug-10,22-Aug-10
199,1,22-Aug-10,22-Aug-10
200,1,23-Aug-10,23-Aug-10
201,1,23-Aug-10,23-Aug-10
202,1,31-Aug-10,31-Aug-10
203,1,29-Aug-10,29-Aug-10
204,1,22-Aug-10,22-Aug-10
205,1,22-Aug-10,23-Aug-10
206,1,31-Aug-10,31-Aug-10
207,1,1-Sep-10,1-Sep-10
208,1,22-Aug-10,22-Aug-10
209,1,23-Aug-10,23-Aug-10
210,1,,
211,1,29-Aug-10,29-Aug-10
212,1,31-Aug-10,31-Aug-10
213,1,23-Aug-10,23-Aug-10
214,1,22-Aug-10,22-Aug-10
215,1,23-Aug-10,23-Aug-10
216,1,23-Aug-10,23-Aug-10
217,1,22-Aug-10,22-Aug-10
218,1,,
219,1,23-Aug-10,23-Aug-10
220,1,22-Aug-10,22-Aug-10
221,1,22-Aug-10,22-Aug-10
222,1,22-Aug-10,22-Aug-10
223,1,29-Aug-10,29-Aug-10
224,1,29-Aug-10,29-Aug-10
225,1,29-Aug-10,29-Aug-10
226,1,29-Aug-10,29-Aug-10
227,1,23-Aug-10,23-Aug-10
228,1,22-Aug-10,22-Aug-10
229,1,23-Aug-10,23-Aug-10
230,1,29-Aug-10,29-Aug-10
231,1,22-Aug-10,22-Aug-10
233,1,22-Aug-10,22-Aug-10
234,1,22-Aug-10,22-Aug-10
235,1,23-Aug-10,23-Aug-10
236,1,23-Aug-10,23-Aug-10
237,1,22-Aug-10,22-Aug-10
238,1,22-Aug-10,22-Aug-10
240,1,30-Aug-10,30-Aug-10
239,1,22-Aug-10,24-Aug-10
241,1,22-Aug-10,22-Aug-10
242,1,22-Aug-10,22-Aug-10
243,1,22-Aug-10,22-Aug-10
244,1,23-Aug-10,23-Aug-10
245,1,22-Aug-10,22-Aug-10
246,1,,
247,1,,
248,1,29-Aug-10,29-Aug-10
249,1,29-Aug-10,30-Aug-10
250,1,22-Aug-10,23-Aug-10
251,1,29-Aug-10,29-Aug-10
252,1,22-Aug-10,22-Aug-10
253,1,29-Aug-10,29-Aug-10
254,1,22-Aug-10,22-Aug-10
255,1,29-Aug-10,29-Aug-10
256,1,23-Aug-10,23-Aug-10
257,1,29-Aug-10,31-Aug-10
258,1,24-Aug-10,24-Aug-10
259,1,23-Aug-10,23-Aug-10
260,1,29-Aug-10,29-Aug-10
261,1,29-Aug-10,29-Aug-10
262,1,1-Sep-10,1-Sep-10
263,1,22-Aug-10,22-Aug-10
264,1,23-Aug-10,23-Aug-10
265,1,25-Aug-10,25-Aug-10
266,1,24-Aug-10,24-Aug-10
267,1,22-Aug-10,22-Aug-10
268,1,30-Aug-10,30-Aug-10
269,1,31-Aug-10,31-Aug-10
270,1,23-Aug-10,23-Aug-10
271,1,23-Aug-10,23-Aug-10
273,1,23-Aug-10,23-Aug-10
274,1,23-Aug-10,23-Aug-10
276,1,30-Aug-10,30-Aug-10
277,1,29-Aug-10,29-Aug-10
275,1,23-Aug-10,23-Aug-10
278,1,22-Aug-10,23-Aug-10
279,1,23-Aug-10,24-Aug-10
280,1,24-Aug-10,24-Aug-10
281,1,22-Aug-10,22-Aug-10
282,1,24-Aug-10,24-Aug-10
283,1,,
284,1,26-Aug-10,27-Aug-10
285,1,29-Aug-10,30-Aug-10
286,1,24-Aug-10,24-Aug-10
287,1,24-Aug-10,24-Aug-10
288,1,29-Aug-10,29-Aug-10
289,1,29-Aug-10,29-Aug-10
290,1,23-Aug-10,23-Aug-10
291,1,22-Aug-10,22-Aug-10
292,1,24-Aug-10,24-Aug-10
293,1,22-Aug-10,22-Aug-10
294,1,29-Aug-10,29-Aug-10
295,1,29-Aug-10,29-Aug-10
297,1,23-Aug-10,23-Aug-10
298,1,23-Aug-10,24-Aug-10
296,1,22-Aug-10,23-Aug-10
299,1,,
300,1,22-Aug-10,22-Aug-10
302,1,22-Aug-10,22-Aug-10
303,1,22-Aug-10,22-Aug-10
310,1,4-Sep-10,5-Sep-10
305,1,29-Aug-10,30-Aug-10
306,1,29-Aug-10,29-Aug-10
307,1,22-Aug-10,24-Aug-10
308,1,29-Aug-10,29-Aug-10
309,1,29-Aug-10,29-Aug-10
